Time,chan1,chan2,chan3,chan4,chan5,chan6,chan7,chan8,Sample_rate
0.7000000000000005, 120131.10, -74753.66, 119564.64, 120953.84, 119426.73, 119727.00, 119483.99, 120213.06,250
0.7040000000000005, 119942.66, -73189.06, 119367.70, 120766.20, 119234.20, 119539.38, 119271.12, 120023.23,250
0.7080000000000005, 120084.32, -74352.23, 119482.50, 120907.02, 119366.60, 119679.93, 119180.62, 120159.51,250
0.7120000000000005, 120300.08, -76035.47, 119703.42, 121121.59, 119585.07, 119894.71, 119390.97, 120376.27,250
0.7160000000000005, 120191.41, -75122.83, 119622.35, 121013.73, 119485.90, 119786.66, 119513.92, 120272.97,250
0.7200000000000005, 119973.41, -73290.20, 119402.99, 120797.41, 119266.22, 119569.49, 119329.55, 120055.30,250
0.7240000000000005, 120061.74, -74027.23, 119464.13, 120885.67, 119344.77, 119657.60, 119192.15, 120137.90,250
0.7280000000000005, 120303.73, -75914.61, 119703.51, 121126.13, 119586.59, 119898.58, 119371.07, 120378.38,250
0.7320000000000005, 120254.23, -75473.48, 119679.84, 121076.52, 119547.18, 119848.44, 119538.84, 120333.20,250
0.7360000000000005, 120015.92, -73485.25, 119447.05, 120840.30, 119309.98, 119611.27, 119390.12, 120096.73,250
0.7400000000000005, 120045.65, -73737.59, 119450.20, 120869.71, 119329.90, 119640.46, 119213.31, 120121.65,250
0.7440000000000005, 120295.70, -75712.93, 119692.36, 121117.98, 119577.88, 119889.57, 119346.48, 120369.80,250
0.7480000000000006, 120308.04, -75769.35, 119730.49, 121130.02, 119599.40, 119902.22, 119551.79, 120388.01,250
0.7520000000000006, 120064.49, -73754.52, 119499.35, 120887.70, 119358.94, 119660.17, 119449.71, 120148.06,250
0.7560000000000006, 120033.42, -73497.74, 119444.21, 120856.88, 119319.02, 119629.15, 119244.27, 120112.05,250
0.7600000000000006, 120277.73, -75438.56, 119673.67, 121100.65, 119559.05, 119872.60, 119324.65, 120352.65,250
0.7640000000000006, 120350.20, -75979.73, 119767.26, 121172.11, 119639.43, 119943.91, 119550.40, 120427.89,250
0.7680000000000006, 120121.27, -74070.30, 119555.88, 120944.70, 119416.18, 119715.96, 119504.36, 120202.41,250
0.7720000000000006, 120030.85, -73327.22, 119445.75, 120854.63, 119318.05, 119626.15, 119282.88, 120107.88,250
0.7760000000000006, 120256.38, -75115.60, 119650.52, 121078.97, 119536.99, 119850.48, 119308.24, 120328.80,250
0.7800000000000006, 120385.95, -76105.54, 119796.92, 121208.25, 119673.43, 119979.29, 119544.05, 120461.55,250
0.7840000000000006, 120183.67, -74430.21, 119617.88, 121007.02, 119478.81, 119777.92, 119555.32, 120264.92,250
0.7880000000000006, 120041.41, -73248.45, 119461.29, 120865.29, 119330.55, 119636.50, 119332.02, 120120.17,250
0.7920000000000006, 120230.88, -74781.24, 119625.95, 121054.02, 119512.16, 119824.81, 119297.96, 120304.20,250
0.7960000000000006, 120407.97, -76157.46, 119813.88, 121229.84, 119694.05, 120000.79, 119527.16, 120482.36,250
0.8000000000000006, 120245.19, -74817.27, 119677.59, 121067.75, 119539.96, 119839.09, 119594.99, 120325.94,250
0.8040000000000006, 120058.01, -73257.33, 119482.38, 120881.38, 119348.86, 119652.86, 119382.83, 120137.59,250
0.8080000000000006, 120203.01, -74427.10, 119600.00, 121025.30, 119484.58, 119797.01, 119295.48, 120275.83,250
0.8120000000000006, 120420.16, -76106.77, 119821.17, 121241.58, 119704.41, 120013.30, 119507.91, 120493.51,250
0.8160000000000006, 120313.16, -75188.61, 119742.45, 121135.50, 119606.95, 119907.05, 119633.06, 120393.27,250
0.8200000000000006, 120091.07, -73356.88, 119519.67, 120914.57, 119383.19, 119686.13, 119444.27, 120171.60,250
0.8240000000000006, 120178.60, -74097.70, 119579.62, 121001.81, 119460.95, 119773.12, 119305.85, 120253.23,250
0.8280000000000006, 120419.02, -75984.17, 119817.59, 121240.62, 119701.61, 120012.28, 119483.77, 120492.98,250
0.8320000000000006, 120369.59, -75536.58, 119795.94, 121191.34, 119662.05, 119963.57, 119653.53, 120450.40,250
0.8360000000000006, 120132.15, -73549.22, 119564.08, 120955.74, 119425.52, 119727.43, 119505.45, 120214.79,250
0.8400000000000006, 120161.48, -73807.89, 119567.05, 120984.98, 119444.99, 119756.42, 119328.05, 120238.23,250
0.8440000000000006, 120413.29, -75782.96, 119810.11, 121235.27, 119694.77, 120007.27, 119463.68, 120487.74,250
0.8480000000000006, 120420.38, -75831.69, 119843.66, 121242.70, 119711.31, 120014.91, 119664.28, 120500.46,250
0.8520000000000006, 120179.88, -73815.36, 119615.42, 121003.11, 119473.84, 119775.51, 119564.38, 120263.98,250
0.8560000000000006, 120148.24, -73567.23, 119558.96, 120970.84, 119433.32, 119743.59, 119357.44, 120226.70,250
0.8600000000000007, 120395.90, -75509.87, 119791.04, 121217.73, 119676.78, 119990.33, 119441.80, 120469.77,250
0.8640000000000007, 120466.65, -76041.99, 119883.17, 121288.07, 119755.88, 120060.85, 119667.41, 120544.98,250
0.8680000000000007, 120235.70, -74132.40, 119670.25, 121058.61, 119530.62, 119831.25, 119619.54, 120318.81,250
0.8720000000000007, 120146.45, -73398.48, 119561.69, 120969.63, 119433.70, 119742.34, 119398.41, 120226.34,250
0.8760000000000007, 120372.27, -75196.49, 119766.81, 121194.41, 119653.09, 119967.02, 119424.45, 120446.66,250
0.8800000000000007, 120500.44, -76183.82, 119911.59, 121322.49, 119788.23, 120094.40, 119659.26, 120577.95,250
0.8840000000000007, 120299.21, -74505.23, 119733.02, 121122.34, 119594.41, 119894.40, 119671.30, 120382.00,250
0.8880000000000007, 120156.80, -73326.08, 119577.78, 120980.58, 119446.29, 119752.95, 119448.08, 120237.61,250
0.8920000000000007, 120348.07, -74859.43, 119745.47, 121171.41, 119629.41, 119943.66, 119417.07, 120423.95,250
0.8960000000000007, 120524.78, -76231.47, 119931.37, 121346.50, 119810.73, 120118.52, 119645.73, 120600.71,250
0.9000000000000007, 120363.88, -74889.09, 119795.71, 121186.46, 119658.79, 119958.30, 119714.15, 120445.21,250
0.9040000000000007, 120175.58, -73332.07, 119599.98, 120999.06, 119466.72, 119771.10, 119500.31, 120256.20,250
0.9080000000000007, 120319.01, -74505.05, 119715.89, 121141.65, 119600.83, 119913.48, 119411.30, 120393.40,250
0.9120000000000007, 120534.08, -76183.33, 119935.61, 121356.11, 119818.66, 120127.63, 119622.35, 120609.09,250
0.9160000000000007, 120423.06, -75260.87, 119852.64, 121245.88, 119717.30, 120017.82, 119743.88, 120504.55,250
0.9200000000000007, 120203.23, -73431.13, 119631.59, 121027.38, 119495.87, 119798.98, 119556.37, 120285.59,250
0.9240000000000007, 120294.96, -74169.39, 119696.13, 121118.16, 119577.72, 119890.38, 119421.92, 120371.16,250
0.9280000000000007, 120533.25, -76047.98, 119932.95, 121355.59, 119816.52, 120127.99, 119599.24, 120608.69,250
0.9320000000000007, 120481.45, -75597.38, 119908.90, 121304.34, 119774.23, 120076.80, 119767.03, 120563.02,250
0.9360000000000007, 120244.45, -73612.92, 119676.11, 121067.73, 119537.80, 119840.13, 119617.91, 120326.52,250
